date,indicator_name,classification1,classification2,close
2021-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,小類別/__電力,91.1
2021-01-01,消費税を除く国内企業物価指数,(参考)夏季電力料金調整後,類別/_電力・都市ガス・水道,90.1
2021-01-01,消費税を除く国内企業物価指数,品目,18リットル缶,102.4
2021-01-01,消費税を除く国内企業物価指数,品目,あん,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,うず巻ポンプ,101.7
2021-01-01,消費税を除く国内企業物価指数,品目,うま味・風味調味料,97.5
2021-01-01,消費税を除く国内企業物価指数,品目,おう版印刷物,100.2
2021-01-01,消費税を除く国内企業物価指数,品目,かつおパック,97.1
2021-01-01,消費税を除く国内企業物価指数,品目,かばん・袋物,99.5
2021-01-01,消費税を除く国内企業物価指数,品目,がん具,99.6
2021-01-01,消費税を除く国内企業物価指数,品目,ころ軸受,100.2
2021-01-01,消費税を除く国内企業物価指数,品目,こんにゃく,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,しょう油,99.0
2021-01-01,消費税を除く国内企業物価指数,品目,しらす干し,93.1
2021-01-01,消費税を除く国内企業物価指数,品目,すし・弁当・おにぎり,99.8
2021-01-01,消費税を除く国内企業物価指数,品目,そう菜,99.8
2021-01-01,消費税を除く国内企業物価指数,品目,たばこ,107.5
2021-01-01,消費税を除く国内企業物価指数,品目,たれ・めんつゆ,100.5
2021-01-01,消費税を除く国内企業物価指数,品目,つくだ煮,105.0
2021-01-01,消費税を除く国内企業物価指数,品目,てん菜,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,でん粉,100.7
2021-01-01,消費税を除く国内企業物価指数,品目,ねり製品,99.8
2021-01-01,消費税を除く国内企業物価指数,品目,はかり,105.2
2021-01-01,消費税を除く国内企業物価指数,品目,はん用内燃機関,101.3
2021-01-01,消費税を除く国内企業物価指数,品目,ばね,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,ひき割,102.4
2021-01-01,消費税を除く国内企業物価指数,品目,ひき角,101.5
2021-01-01,消費税を除く国内企業物価指数,品目,ぶどう糖・水あめ,101.3
2021-01-01,消費税を除く国内企業物価指数,品目,みそ,92.2
2021-01-01,消費税を除く国内企業物価指数,品目,アイスクリーム,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,アクリロニトリル,135.0
2021-01-01,消費税を除く国内企業物価指数,品目,アスファルト,103.8
2021-01-01,消費税を除く国内企業物価指数,品目,アスファルト塗工紙,100.1
2021-01-01,消費税を除く国内企業物価指数,品目,アルカリ・リチウムイオン蓄電池,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,アルミニウムサッシ,99.0
2021-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金ダイカスト,102.3
2021-01-01,消費税を除く国内企業物価指数,品目,アルミニウム合金・同二次合金地金,118.4
2021-01-01,消費税を除く国内企業物価指数,品目,アルミニウム製飲料用缶,101.0
2021-01-01,消費税を除く国内企業物価指数,品目,アルミニウム鍛造品,100.8
2021-01-01,消費税を除く国内企業物価指数,品目,アルミ圧延製品,100.8
2021-01-01,消費税を除く国内企業物価指数,品目,イグニッションコイル,99.9
2021-01-01,消費税を除く国内企業物価指数,品目,ウイスキー,100.6
2021-01-01,消費税を除く国内企業物価指数,品目,エチレン,112.8
2021-01-01,消費税を除く国内企業物価指数,品目,エレベータ,99.3
2021-01-01,消費税を除く国内企業物価指数,品目,カメラ用交換レンズ,104.3
2021-01-01,消費税を除く国内企業物価指数,品目,カーエアコン・同部品,99.8
2021-01-01,消費税を除く国内企業物価指数,品目,ガス暖房・調理装置,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,ガソリン,105.4
2021-01-01,消費税を除く国内企業物価指数,品目,ガラス容器,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,ガラス繊維・同製品,100.3
2021-01-01,消費税を除く国内企業物価指数,品目,ガラス製加工素材,100.1
2021-01-01,消費税を除く国内企業物価指数,品目,キシレン,116.7
2021-01-01,消費税を除く国内企業物価指数,品目,キャンデー,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,クッキングヒーター,103.6
2021-01-01,消費税を除く国内企業物価指数,品目,クラフト紙,99.3
2021-01-01,消費税を除く国内企業物価指数,品目,クレーン,98.9
2021-01-01,消費税を除く国内企業物価指数,品目,コンクリートブロック,101.7
2021-01-01,消費税を除く国内企業物価指数,品目,コンクリート機械,100.5
2021-01-01,消費税を除く国内企業物価指数,品目,コンクリート管・ポール・パイル,101.4
2021-01-01,消費税を除く国内企業物価指数,品目,コントロールユニット,97.1
2021-01-01,消費税を除く国内企業物価指数,品目,コンバイン,100.6
2021-01-01,消費税を除く国内企業物価指数,品目,コンベヤ,100.3
2021-01-01,消費税を除く国内企業物価指数,品目,コーヒー,102.0
2021-01-01,消費税を除く国内企業物価指数,品目,コーヒー飲料,100.1
2021-01-01,消費税を除く国内企業物価指数,品目,ゴムベルト,100.3
2021-01-01,消費税を除く国内企業物価指数,品目,ゴムホース,99.4
2021-01-01,消費税を除く国内企業物価指数,品目,ゴムロール,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,ゴム練生地,95.7
2021-01-01,消費税を除く国内企業物価指数,品目,ゴム製パッキン,99.9
2021-01-01,消費税を除く国内企業物価指数,品目,サプリメント,99.4
2021-01-01,消費税を除く国内企業物価指数,品目,サーミスタ,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,シャシー・車体構成部品,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,シャッター,103.1
2021-01-01,消費税を除く国内企業物価指数,品目,ショートニング,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,シリアル,97.8
2021-01-01,消費税を除く国内企業物価指数,品目,シリコンウエハ,98.4
2021-01-01,消費税を除く国内企業物価指数,品目,シンナー,100.4
2021-01-01,消費税を除く国内企業物価指数,品目,ジェット燃料油,105.2
2021-01-01,消費税を除く国内企業物価指数,品目,ジュエリー,103.1
2021-01-01,消費税を除く国内企業物価指数,品目,ジュース,99.8
2021-01-01,消費税を除く国内企業物価指数,品目,スチレンモノマー,116.0
2021-01-01,消費税を除く国内企業物価指数,品目,スチール机・いす,100.4
2021-01-01,消費税を除く国内企業物価指数,品目,ステンレス冷延鋼板,101.8
2021-01-01,消費税を除く国内企業物価指数,品目,ステンレス鋼管,101.0
2021-01-01,消費税を除く国内企業物価指数,品目,スナック菓子,100.1
2021-01-01,消費税を除く国内企業物価指数,品目,スポーツドリンク,97.0
2021-01-01,消費税を除く国内企業物価指数,品目,センサデバイス,100.6
2021-01-01,消費税を除く国内企業物価指数,品目,ソース,99.4
2021-01-01,消費税を除く国内企業物価指数,品目,ソーダ工業製品,98.1
2021-01-01,消費税を除く国内企業物価指数,品目,タオル,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,タービン,102.4
2021-01-01,消費税を除く国内企業物価指数,品目,ダイオード・整流素子,99.5
2021-01-01,消費税を除く国内企業物価指数,品目,ダイヤモンド工具,102.7
2021-01-01,消費税を除く国内企業物価指数,品目,チューインガム,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,チョコレート,99.9
2021-01-01,消費税を除く国内企業物価指数,品目,チーズ,99.0
2021-01-01,消費税を除く国内企業物価指数,品目,ティッシュペーパー,100.3
2021-01-01,消費税を除く国内企業物価指数,品目,トイレットペーパー,100.4
2021-01-01,消費税を除く国内企業物価指数,品目,トラック,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,トランジスタ,96.3
2021-01-01,消費税を除く国内企業物価指数,品目,ドラム缶,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,ナフサ,119.2
2021-01-01,消費税を除く国内企業物価指数,品目,ノンアルコール飲料,99.9
2021-01-01,消費税を除く国内企業物価指数,品目,ノーカーボン紙・粘着紙,100.3
2021-01-01,消費税を除く国内企業物価指数,品目,バス,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,バター,100.2
2021-01-01,消費税を除く国内企業物価指数,品目,バルブ,100.6
2021-01-01,消費税を除く国内企業物価指数,品目,パイプ加工品,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,パレット,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,パン粉,97.8
2021-01-01,消費税を除く国内企業物価指数,品目,パーソナルコンピュータ,96.7
2021-01-01,消費税を除く国内企業物価指数,品目,ビスケット類,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,ビデオ機器・デジタルカメラ,105.2
2021-01-01,消費税を除く国内企業物価指数,品目,ビール,96.4
2021-01-01,消費税を除く国内企業物価指数,品目,ピストンリング,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,フェノール・ビスフェノールＡ,121.9
2021-01-01,消費税を除く国内企業物価指数,品目,フェルト生地・不織布,99.4
2021-01-01,消費税を除く国内企業物価指数,品目,フェロマンガン,95.4
2021-01-01,消費税を除く国内企業物価指数,品目,フォトマスク,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,フォークリフトトラック・同部品,99.6
2021-01-01,消費税を除く国内企業物価指数,品目,フッ素樹脂,99.9
2021-01-01,消費税を除く国内企業物価指数,品目,ブタン・ブチレン・ブタジエン,110.5
2021-01-01,消費税を除く国内企業物価指数,品目,ブリキ・クロムめっき鋼板,100.6
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチックフィルム・シート,97.8
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック加工機械,101.2
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック床材,100.8
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック板,100.5
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック管,99.4
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック継手,97.4
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック被覆銅線,115.0
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック製中空成形容器,99.1
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック製容器（除中空成形）,98.9
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック製日用品,98.3
2021-01-01,消費税を除く国内企業物価指数,品目,プラスチック雨どい,102.2
2021-01-01,消費税を除く国内企業物価指数,品目,プリント配線板,100.2
2021-01-01,消費税を除く国内企業物価指数,品目,プレストレストコンクリート製品,104.0
2021-01-01,消費税を除く国内企業物価指数,品目,プレス機械,99.0
2021-01-01,消費税を除く国内企業物価指数,品目,プログラマブルコントローラ,101.5
2021-01-01,消費税を除く国内企業物価指数,品目,プロピレン,113.1
2021-01-01,消費税を除く国内企業物価指数,品目,ベンゼン,132.4
2021-01-01,消費税を除く国内企業物価指数,品目,ペットフード,93.2
2021-01-01,消費税を除く国内企業物価指数,品目,ボイラ,102.8
2021-01-01,消費税を除く国内企業物価指数,品目,ボルト・ナット,99.9
2021-01-01,消費税を除く国内企業物価指数,品目,ボンベ,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,ポリアミド樹脂,95.6
2021-01-01,消費税を除く国内企業物価指数,品目,ポリエチレン,93.3
2021-01-01,消費税を除く国内企業物価指数,品目,ポリカーボネート,120.0
2021-01-01,消費税を除く国内企業物価指数,品目,ポリスチレン,96.4
2021-01-01,消費税を除く国内企業物価指数,品目,ポリフェニレンサルファイド,98.9
2021-01-01,消費税を除く国内企業物価指数,品目,ポリプロピレン,92.1
2021-01-01,消費税を除く国内企業物価指数,品目,ポルトランドセメント,100.5
2021-01-01,消費税を除く国内企業物価指数,品目,マシニングセンタ,99.7
2021-01-01,消費税を除く国内企業物価指数,品目,マーガリン,97.1
2021-01-01,消費税を除く国内企業物価指数,品目,ミネラルウォーター,102.0
2021-01-01,消費税を除く国内企業物価指数,品目,メタクリル樹脂,94.2
2021-01-01,消費税を除く国内企業物価指数,品目,ヨーグルト,99.9
2021-01-01,消費税を除く国内企業物価指数,品目,ライナー,100.0
2021-01-01,消費税を除く国内企業物価指数,品目,ルウ,99.3
2021-01-01,消費税を除く国内企業物価指数,品目,ルームユニット,100.2
2021-01-01,消費税を除く国内企業物価指数,品目,レトルト食品,99.4
2021-01-01,消費税を除く国内企業物価指数,品目,ロボット,98.2
2021-01-01,消費税を除く国内企業物価指数,品目,ローラチェーン,100.5
2021-01-01,消費税を除く国内企業物価指数,品目,ワイヤフォーミングマシン,98.7
